normalized_occurrence_id	source_id	form_raw	normalized_form	search_key	script	form_type	language_guess	language_normalized	gloss_or_translation	gloss_normalized	printed_page	pdf_page	section_or_chapter	source_pattern	quality_flags	context	resolution_status	resolution_action	include_in_unique	human_collation_note
WATKINS-NFORM-01761	WATKINS-FORM-00059	*ieuo-	*ieuo-	ieuo	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			49	66	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	asterisk_form		"(est) to the Ratus. What is important is the semantic and thematic structure of the Indo-European merismatic formula <!-- pdf-page: 66; printed-page: 49 --> GRAIN sp and BARLEY (*ieuo-), where the word order is iconic, and the ""nobler"", more highly marked cereal precedes. The formula is an indexical figure, designating globally the higher taxon, all cereals, and their hierarchy. Cognate formula"	not-suspect		true	
WATKINS-NFORM-01762	WATKINS-FORM-00257	*-io-	*-io-	io	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			171	188	14. A late Indo-European traditional epithet	asterisk_form		ure (Neophron percnopterus, French percnoptere d' Egypte), whose range extends to Greece: Petersenet. al. 1983:70, map 69; Jonsson 1993:124. 3. For the (inherited) suffix *-io- see Peters 1980:73. 4. Diakonoff 1985:602 envisages the possibilty of a borrowing from Proto-Armenian into Hurro- Urartean, though he prefers the other way around, as also argued 1986:45 (but written befor	not-suspect		true	
WATKINS-NFORM-01763	WATKINS-FORM-00347	*io-	*io-	io	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			271	288	25. The Asvamedha or Horse Sacrifice: An Indo-European liturgical form	asterisk_form		pectively the worship (yajndh) and the soma. For the metaphor of 'where (RV ydtra < IE *io-tro) is the navel of the earth' compare Od. 1.50, of Calypso's sea-girt island 6-fti (IE *io- dhi) -the navel of the sea is,' as well as (of the stone in the religious center of Delphi) Bacchylides 4.4 'by the navel of the high-cliffed lan	not-suspect		true	
WATKINS-NFORM-01764	WATKINS-FORM-00346	*io-tro	*io-tro	io-tro	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			271	288	25. The Asvamedha or Horse Sacrifice: An Indo-European liturgical form	asterisk_form		e ('Thy back is the s k y... Thine eye the sun...'), ```text 6. The answers are respectively the worship (yajndh) and the soma. For the metaphor of 'where (RV ydtra < IE *io-tro) is the navel of the earth' compare Od. 1.50, of Calypso's sea-girt island 6-fti (IE *io- dhi) -the navel of the sea is,' as well as (of the stone in the religious center of Delphi)	not-suspect		true	
WATKINS-NFORM-01765	WATKINS-FORM-00211	*-it-	*-it-	it	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			156	173	12. The comparison of formulaic sequences	asterisk_form		case, the lost word for a cereal which ἄλφιτ- replaced was clearly the cognate—unknown to Greek—of Hittite seppit- 'a cereal, wheat sp.', for the epithet *albho- copied the suffix *-it- of the noun it replaced, *sepit-, which shared that suffix with only one noun in all of Indo-European, the word for 'honey': <!-- pdf-page: 174; printed-page: 157 --> The suffix of the original pair is a morpholog	not-suspect		true	
WATKINS-NFORM-01766	WATKINS-FORM-00213	*-it-	*-it-	it	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			157	174	12. The comparison of formulaic sequences	asterisk_form		e word for 'honey': <!-- pdf-page: 174; printed-page: 157 --> The suffix of the original pair is a morphological index of the opposition nature vs. culture, and the shared suffix *-it- an Indo-European indexical sign. Here the study of formula leads to the reconstruction of a total semiotic model for a prehistoric culture.5 Not surprisingly a greater number of shared formulas or other collocatio	not-suspect		true	
WATKINS-NFORM-01767	WATKINS-FORM-00846	*janiia	*janiia	janiia	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			491	508	51. To be the death of: Transformation of the formula	asterisk_form		turgy to the god Rudra (MS 2.9.7, TS 4.5.8.1, VS 16.40 etc.): namo hantre ca hamyase ca Homage to the slayer, and to the better slayer. While Avestan has no corresponding form (*janiia) from the root jan-, it shows a rhyming form aiBi.vaniia 'winner, conqueror' (+ accusative) in a very common formula first used in the words of the hero Thraetaona in Yt. 5.34: 'Give me that fortune', ```text	not-suspect		true	
WATKINS-NFORM-01768	WATKINS-FORM-00717	*Jhan-	*Jhan-	jhan	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			432	449	44. Thor's hammer and the mace of Contract	asterisk_form		SERPENT, on the one hand, and HERO *gʷhen- WEAPONi MORTAL; on the other. In Indo-Iranian phonetic shape, ```text HEROi *Jhan- uadhari- ajhi- HERO *jhan- uadhari- martiia-^ ``` The weapon is the serpent's in RV 5.32.2-3: <!-- pdf-page: 450; printed-page: 433 --> ```text ahim... ja	not-suspect		true	
WATKINS-NFORM-01769	WATKINS-FORM-00718	*jhan-	*jhan-	jhan	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			432	449	44. Thor's hammer and the mace of Contract	asterisk_form		*gʷhen- WEAPONi MORTAL; on the other. In Indo-Iranian phonetic shape, ```text HEROi *Jhan- uadhari- ajhi- HERO *jhan- uadhari- martiia-^ ``` The weapon is the serpent's in RV 5.32.2-3: <!-- pdf-page: 450; printed-page: 433 --> ```text ahim... jaghanvan... tyasya cin mahato nir mrgasy	not-suspect		true	
WATKINS-NFORM-01770	WATKINS-FORM-00722	*jhan-	*jhan-	jhan	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			437	454	44. Thor's hammer and the mace of Contract	asterisk_form		o Avestan mivr m majaniia 'do not break/smite contract', and on a much older level than the purely Indic semantic development of mitra to 'friend'. Schematically, NEG (*a-)mitra- *jhan- and *mitra- NEG (ma) *jhan- are syntactic variants of the same Common Indo-Iranian poetic formula. The reciprocal of the same formula in Iran, with mivra as subject, entailed as formulaic consequence the	not-suspect		true	
WATKINS-NFORM-01771	WATKINS-FORM-00724	*jhan-	*jhan-	jhan	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			437	454	44. Thor's hammer and the mace of Contract	asterisk_form		ak/smite contract', and on a much older level than the purely Indic semantic development of mitra to 'friend'. Schematically, NEG (*a-)mitra- *jhan- and *mitra- NEG (ma) *jhan- are syntactic variants of the same Common Indo-Iranian poetic formula. The reciprocal of the same formula in Iran, with mivra as subject, entailed as formulaic consequence the poetic creation of the Mace of Contr	not-suspect		true	
WATKINS-NFORM-01772	WATKINS-FORM-00148	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			117	134	9. Ireland and the art of the syllable	asterisk_form		"u- 'see' which we have in Hittite au(S)- 'see', and Welsh awen 'poetic inspiration'.3 The old glossary word creth 'poetry' is remade from cretho, gen. sg. of cruth 'form' < *k""r-tu- (McManus 1983). The form recurs in Welsh prydydd 'poet' < *k""r- t-iio-. It is further related to Vedic krnoti 'makes'; for the semantics cf. Greek 'make'. Irish cerd and Welsh cerdd m"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01773	WATKINS-FORM-00149	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			117	134	9. Ireland and the art of the syllable	asterisk_form		"tic inspiration'.3 The old glossary word creth 'poetry' is remade from cretho, gen. sg. of cruth 'form' < *k""r-tu- (McManus 1983). The form recurs in Welsh prydydd 'poet' < *k""r- t-iio-. It is further related to Vedic krnoti 'makes'; for the semantics cf. Greek 'make'. Irish cerd and Welsh cerdd mean both 'craft' and 'poetry', the Irish noun also 'craftsman' and"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01774	WATKINS-FORM-00191	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			150	167	11. Most ancient Indo-Europeans	asterisk_form		"tor precisely in the combination with the indefinite relative pronoun kuis=tar,26 the sequence identical to the Greek combination with the interrogative pronoun, both from earlier *k""is tar. The 'coincidental' similarity is the more striking when we realize that in the 2nd millennium, long before the elimination of labiovelars in Greek, the phonetic sequence k""is tar in both languages would have b"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01775	WATKINS-FORM-00194	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			151	168	11. Most ancient Indo-Europeans	asterisk_form		"particle, 'locatival' in Luvian, reflects IE *, the pronominal stem with adverbial ending as in Vedic tar-hi, Gothic par (*tor), English there (*ter). Parallel is the particle IE *k""f in Palaic -kuar, beside Vedic kar-hi, Gothic huar (*k'or), English where (*k""er), for which see Melchert 1984b. ``` ## 12. The comparison of formulaic sequences <!-- pdf-page: 169; printed-page: 152 --> ```text"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01776	WATKINS-FORM-00195	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			151	168	11. Most ancient Indo-Europeans	asterisk_form		"nominal stem with adverbial ending as in Vedic tar-hi, Gothic par (*tor), English there (*ter). Parallel is the particle IE *k""f in Palaic -kuar, beside Vedic kar-hi, Gothic huar (*k'or), English where (*k""er), for which see Melchert 1984b. ``` ## 12. The comparison of formulaic sequences <!-- pdf-page: 169; printed-page: 152 --> ```text The comparison of formulaic s"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01777	WATKINS-FORM-00196	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			151	168	11. Most ancient Indo-Europeans	asterisk_form		"bial ending as in Vedic tar-hi, Gothic par (*tor), English there (*ter). Parallel is the particle IE *k""f in Palaic -kuar, beside Vedic kar-hi, Gothic huar (*k'or), English where (*k""er), for which see Melchert 1984b. ``` ## 12. The comparison of formulaic sequences <!-- pdf-page: 169; printed-page: 152 --> ```text The comparison of formulaic sequences ``` We saw in"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01778	WATKINS-FORM-00398	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			319	336	29. The root *gʷhen-: Avestan jan-	asterisk_form		"haenaiiS caessmno 'going to avenge Asa on the enemy army'. (Read as3tn\ the error was induced by the line-initial asahe two lines later.) Here the participle of kay- 'avenge', IE *k""ei-, occupies a position parallel tojaini 'was slain', IE *gʷhen-. For other examples from Avestan and especially Greek see chap. 49. <!-- pdf-page: 337; printed-page: 320 --> octosyllabic verse lines.14 There can b"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01779	WATKINS-FORM-00625	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			404	421	41. The saga of Iphitos and the hero as monster	asterisk_form		"enging all their heart-hurting outrage and their evil devisings. ``` <!-- pdf-page: 421; printed-page: 404 --> In chap. 49 we will see further examples of the root *k""ei- as a corollary or reciprocal, depending on voice, of *gʷhen-. We may postpone a fuller exploration of the formulaic vehicles of the all-important nexus in archaic Greek and Indo-European society which is guest-fri"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01780	WATKINS-FORM-00662	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			416	433	43. The Germanic world	asterisk_form		e word is a rhyme formation in Indo-European to *ki'rmis, probably for reasons of tabu; *kl'rmis is found in Celtic, Balto-Slavic, Albanian, and Indo-Iranian. The usual meaning of *k mis is just 'worm' in most traditions, but in Middle Iranian it is also the word for 'dragon'; compare the Pahlavi version of the familiar Indo-European formula: kirm ozad bud 'had slain the dragon' (chap. 29). There	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01781	WATKINS-FORM-00694	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			424	441	43. The Germanic world	asterisk_form		d to develop, using inherited morphological, syntactic, and poetic means, a periphrasis with the agent noun derivative *gʷhono-, and to utilize the inherited *urmi-, rhyme-form to *k'rmi-, for the serpent. The Indo-European asymmetry of the formula is well attested in Germanic, and the bidirectionality is perhaps more prominent in this family than any other due to the pessimistic Germanic view of	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01782	WATKINS-FORM-00806	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			475	492	49. From God to hero: The formulaic network in Greek	asterisk_form		"'three to be slain in exchange for one', cf. also 14.471, 24.254.6 But more frequently we find a reflex of the Indo-European verbal root for the notions of vengeance and requital, *k""ei- in Gk. 'atone, pay the price for', middle 'take vengeance on, have a price paid one', 'vengeance', 'blood-money, penalty'. There is an implicational relation betwee"	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01783	WATKINS-FORM-00809	*K	*K	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form		ei-). Aigisthos plotted Agamemnon	475	492	49. From God to hero: The formulaic network in Greek	asterisk_form		n above the focus is on Orestes the avenger of his father, as an intended model for Telemakhos son of Odysseus. The focal verb is the bidirectional active and middle voice - (*K'ei-). Aigisthos plotted Agamemnon's death for which he paid (active the son Orestes avenged himself (middle ) on his father's slayer. It is the second member of the nominal compou	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01784	WATKINS-FORM-00812	*k	*k	k	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form		ei-act. HERO1 *gʷhon-o- ``` ```text 6. The associative presence of a form of	475	492	49. From God to hero: The formulaic network in Greek	asterisk_form		*gʷhen- is not underlying, but overt. Schematically, ```text ANTI-HERO *gʷhen- HERO1 ANTI-HERO *k'ei-act. HERO1 *gʷhon-o- ``` ```text 6. The associative presence of a form of 'worthy, worth, of equal weight' in the first two of these, with its implied image of balanced scales, is notewort	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
