label	line	pdf_page	source_page	context
Sanskrit	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
Proto-Germanic	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
PGmc.	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
PGmc.	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
OE	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
Latin	3466	pdf-195	179	In other respects fusion in verb endings seems to originate and behave in much the same ways as in nominal endings, so far as we can tell. Thus complex sets of fused verb endings have persisted for millennia in IE languages just as fused nominal endings have. Replacement of endings usually does not 
Latin	3468	pdf-195	179	lead-V-pass.ptcp-nom.pl be-2pl ‘being-led you-are’ (where “V” indicates the theme vowel; see the discussion in Chapter 7). But the present indicative of ‘be’ can be omitted in Latin, as in many conservative IE languages; when the present passive participle was lost in its original function, learners
Old English	3470	pdf-195	179	The presence of “readjustment rules,” which alter phonological features of the lexeme in the presence of particular affixes (which can be /0), is a clear case of the morphologization of phonology. The eventual fate of i-umlaut in English is a case in point. Old English had an i-umlaut rule like that
German	3470	pdf-195	179	The presence of “readjustment rules,” which alter phonological features of the lexeme in the presence of particular affixes (which can be /0), is a clear case of the morphologization of phonology. The eventual fate of i-umlaut in English is a case in point. Old English had an i-umlaut rule like that
OE	3470	pdf-195	179	The presence of “readjustment rules,” which alter phonological features of the lexeme in the presence of particular affixes (which can be /0), is a clear case of the morphologization of phonology. The eventual fate of i-umlaut in English is a case in point. Old English had an i-umlaut rule like that
OE	3484	pdf-195	179	being derived productively from nouns and adjectives in the OE period
Old English	3500	pdf-196	180	**Table 8.1 Typical Old English examples of i-umlaut**
OE	3513	pdf-196	180	still a single phonological rule in OE, with uniform effects much like those of
German	3514	pdf-196	180	the modern German rule.5 In ME, however, the scope of the rule was steadily
ME	3514	pdf-196	180	the modern German rule.5 In ME, however, the scope of the rule was steadily
OE	3517	pdf-196	180	indicative 3sg. of Kentish OE healdan ‘to hold’ was helt ‘holds’ (with i-umlaut of
ME	3519	pdf-196	180	ME documents of the thirteenth and fourteenth centuries we find not helt (with
OE	3538	pdf-196	180	that is what the OE i-umlaut rule has become in modern English.
Latin	3540	pdf-196	180	any single derivational head are likewise the result of historical accidents. Latin
PIE	3548	pdf-197	181	stem am-ā-, root am- ‘love’). From the third stem are formed the perfect participle, which is passive unless the verb is deponent or intransitive (ductus ‘led’, lāpsus ‘having slipped’, amātus ‘loved’), the future active participle ‘about to X’ (ductūrus, lāpsūrus, amātūrus), a verbal noun called th
Latin	3548	pdf-197	181	stem am-ā-, root am- ‘love’). From the third stem are formed the perfect participle, which is passive unless the verb is deponent or intransitive (ductus ‘led’, lāpsus ‘having slipped’, amātus ‘loved’), the future active participle ‘about to X’ (ductūrus, lāpsūrus, amātūrus), a verbal noun called th
Latin	3548	pdf-197	181	stem am-ā-, root am- ‘love’). From the third stem are formed the perfect participle, which is passive unless the verb is deponent or intransitive (ductus ‘led’, lāpsus ‘having slipped’, amātus ‘loved’), the future active participle ‘about to X’ (ductūrus, lāpsūrus, amātūrus), a verbal noun called th
Latin	3548	pdf-197	181	stem am-ā-, root am- ‘love’). From the third stem are formed the perfect participle, which is passive unless the verb is deponent or intransitive (ductus ‘led’, lāpsus ‘having slipped’, amātus ‘loved’), the future active participle ‘about to X’ (ductūrus, lāpsūrus, amātūrus), a verbal noun called th
Latin	3554	pdf-197	181	> † Latin geminate ss after long vowels and diphthongs was not simplified until the first century CE;
German	3560	pdf-198	182	**Table 8.2 1pl. and 3pl. forms of an Old High German verb**
German	3568	pdf-198	182	**Table 8.3 1pl. and 3pl. forms of a Middle High German verb**
German	3587	pdf-198	182	German provides an example. In Old High German (OHG), 1pl. verb forms ended
German	3587	pdf-198	182	German provides an example. In Old High German (OHG), 1pl. verb forms ended
German	3594	pdf-198	182	High German (MHG) period the indicative 3pl. ending -nt was replaced by the
German	3596	pdf-198	182	this happened earliest in the northern High German dialects (“Middle German”;
German	3596	pdf-198	182	this happened earliest in the northern High German dialects (“Middle German”;
Attic	3608	pdf-199	183	**Table 8.4 Classes of non-neuter nominals with nom.–acc. pl. syncretism in Attic Greek**
Attic	3618	pdf-199	183	**Table 8.5 Actual and expected nom. and acc. pl. endings of the Attic Greek classes of nominals with nom.–acc. pl. syncretism**
German	3636	pdf-199	183	In MHG those forms at first survived as birn and sint respectively. However, in the thirteenth century the 1pl. form began to be replaced by other forms, one of which was 3pl. indicative sint, and this process too began in the northern dialects that had eliminated 3pl. -nt in all other verbs (Wright
Attic	3638	pdf-199	183	Syncretisms that must be attributed to native-learner errors also seem to be frequent in the historical record. The Attic dialect of Ancient Greek offers an unusually clear set of examples (Ringe 1995: 52–6). Whereas the nom. pl. and acc. pl. of neuter nominals are always the same in Ancient Greek, 
