collation_priority	entry_id	pdf_page_start	entry_heading	fields_to_check	reason	ninth_pass_status	ninth_pass_action	corrected_heading	rendered_page_available	tenth_pass_status	tenth_pass_action	eleventh_pass_status	eleventh_pass_action
2-medium	1528	602	stips, -is	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1532	604	stolo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1540	607	sturnus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1542	608	suavis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1543	608	sub, su(b)s	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1545	609	U. sukatu [3s.ipv.II], prusikurent [3p.futpf]	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1546	610	sucus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1547	610	sudor	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1548	610	sudus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;possible-missing-abbrev-period; PIE field may include explanatory prose	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1549	611	su€sco, -ere	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1553	612	sulcus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1554	612	sulpur, -uris	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1555	613	sum, esse	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;starred-form-with-digit;contains-symbol-or-ocr-risk;possible-missing-abbrev-period; IE cognates field may include explanatory prose	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1556	614	summits	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1558	614	super	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1559	615	supo, -are; -sipO, -are	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1560	615	suppus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1563	616	susurrus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period; IE cognates field may include explanatory prose	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1564	617	sus, suis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1567	618	taceo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
2-medium	1568	619	taedet	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period; bibliography field not detected	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
